ENSDARG00000106927	ENSDART00000178264	ENSDARE00001236174	4	1516109	1516285	-
ENSDARG00000107853	ENSDART00000175060	ENSDARE00001247356	4	1529942	1530087	-
ENSDARG00000107853	ENSDART00000175060	ENSDARE00001243401	4	1527411	1527552	-
ENSDARG00000095920	ENSDART00000149448	ENSDARE00001050045	4	1727576	1727654	+
ENSDARG00000095920	ENSDART00000149448	ENSDARE00001060183	4	1728543	1728626	+
ENSDARG00000095920	ENSDART00000149448	ENSDARE00001052137	4	1743358	1743814	+
ENSDARG00000097341	ENSDART00000153556	ENSDARE00001145678	4	1835708	1836032	+
ENSDARG00000099520	ENSDART00000165815	ENSDARE00001163549	4	1995023	1995067	+
ENSDARG00000099520	ENSDART00000165815	ENSDARE00001150552	4	1995470	1995843	+
ENSDARG00000108289	ENSDART00000176403	ENSDARE00001242162	4	2066932	2067253	-
ENSDARG00000108289	ENSDART00000176403	ENSDARE00001235060	4	2066473	2066753	-
ENSDARG00000094531	ENSDART00000132359	ENSDARE00001018482	4	3923876	3924247	-
ENSDARG00000094531	ENSDART00000132359	ENSDARE00001068476	4	3923620	3923718	-
ENSDARG00000107035	ENSDART00000175261	ENSDARE00001241297	4	3943123	3943212	-
ENSDARG00000107035	ENSDART00000175261	ENSDARE00001240687	4	3940313	3940488	-
ENSDARG00000107003	ENSDART00000177657	ENSDARE00001245058	4	4056405	4056596	+
ENSDARG00000107003	ENSDART00000177657	ENSDARE00001238639	4	4062225	4062488	+
ENSDARG00000106454	ENSDART00000174750	ENSDARE00001241219	4	4133998	4134464	+
ENSDARG00000106454	ENSDART00000174750	ENSDARE00001237284	4	4146016	4146732	+
ENSDARG00000106454	ENSDART00000176376	ENSDARE00001238340	4	4143249	4143718	+
ENSDARG00000106454	ENSDART00000176376	ENSDARE00001245176	4	4150758	4151308	+
ENSDARG00000106454	ENSDART00000174877	ENSDARE00001238340	4	4143249	4143718	+
ENSDARG00000106454	ENSDART00000174877	ENSDARE00001237284	4	4146016	4146732	+
ENSDARG00000108426	ENSDART00000177512	ENSDARE00001245665	4	4148415	4148622	-
ENSDARG00000108426	ENSDART00000177512	ENSDARE00001241743	4	4138715	4139002	-
ENSDARG00000108426	ENSDART00000175521	ENSDARE00001244462	4	4143717	4143757	-
ENSDARG00000108426	ENSDART00000175521	ENSDARE00001241743	4	4138715	4139002	-
ENSDARG00000093470	ENSDART00000145235	ENSDARE00001016287	4	4157431	4157468	+
ENSDARG00000093470	ENSDART00000145235	ENSDARE00001025551	4	4158003	4158576	+
ENSDARG00000106849	ENSDART00000176616	ENSDARE00001244018	4	4161748	4161813	+
ENSDARG00000106849	ENSDART00000176616	ENSDARE00001245791	4	4197586	4198004	+
ENSDARG00000106849	ENSDART00000177102	ENSDARE00001244018	4	4161748	4161813	+
ENSDARG00000106849	ENSDART00000177102	ENSDARE00001242271	4	4181687	4181908	+
ENSDARG00000105985	ENSDART00000178125	ENSDARE00001236508	4	4172128	4172249	+
ENSDARG00000105985	ENSDART00000178125	ENSDARE00001239534	4	4176947	4177253	+
ENSDARG00000108904	ENSDART00000178876	ENSDARE00001243444	4	4213673	4214620	-
ENSDARG00000108904	ENSDART00000178876	ENSDARE00001244992	4	4183489	4184021	-
ENSDARG00000108904	ENSDART00000177660	ENSDARE00001247742	4	4202551	4203056	-
ENSDARG00000108904	ENSDART00000177660	ENSDARE00001244992	4	4183489	4184021	-
ENSDARG00000108904	ENSDART00000174843	ENSDARE00001243444	4	4213673	4214620	-
ENSDARG00000108904	ENSDART00000174843	ENSDARE00001242593	4	4199084	4199798	-
ENSDARG00000106480	ENSDART00000178870	ENSDARE00001241593	4	4213521	4213674	+
ENSDARG00000106480	ENSDART00000178870	ENSDARE00001244115	4	4213762	4214620	+
ENSDARG00000105162	ENSDART00000161244	ENSDARE00001151802	4	4219558	4219769	-
ENSDARG00000105162	ENSDART00000161244	ENSDARE00001181613	4	4217040	4217095	-
ENSDARG00000105162	ENSDART00000161244	ENSDARE00001174688	4	4215822	4215920	-
ENSDARG00000105162	ENSDART00000161244	ENSDARE00001210472	4	4215493	4215741	-
ENSDARG00000107526	ENSDART00000177529	ENSDARE00001235099	4	4222723	4223672	+
ENSDARG00000107526	ENSDART00000177529	ENSDARE00001236608	4	4223767	4223822	+
ENSDARG00000107526	ENSDART00000177529	ENSDARE00001235003	4	4223908	4224507	+
ENSDARG00000101565	ENSDART00000163410	ENSDARE00001200205	4	4930303	4930492	+
ENSDARG00000101565	ENSDART00000163410	ENSDARE00001203454	4	4931403	4931501	+
ENSDARG00000101565	ENSDART00000163410	ENSDARE00001203513	4	4931671	4932157	+
ENSDARG00000108170	ENSDART00000176453	ENSDARE00001240661	4	4952836	4953271	-
ENSDARG00000108170	ENSDART00000176453	ENSDARE00001242868	4	4947382	4947630	-
ENSDARG00000097044	ENSDART00000156247	ENSDARE00001136137	4	4955322	4955461	+
ENSDARG00000097044	ENSDART00000156247	ENSDARE00001148627	4	4956465	4957976	+
ENSDARG00000097044	ENSDART00000155411	ENSDARE00001137103	4	4955339	4955492	+
ENSDARG00000097044	ENSDART00000155411	ENSDARE00001147598	4	4956465	4956594	+
ENSDARG00000108725	ENSDART00000177803	ENSDARE00001241855	4	5699449	5699764	-
ENSDARG00000108725	ENSDART00000177803	ENSDARE00001245741	4	5684600	5685141	-
ENSDARG00000108949	ENSDART00000177239	ENSDARE00001242518	4	5948833	5948984	+
ENSDARG00000108949	ENSDART00000177239	ENSDARE00001243603	4	5955078	5955301	+
ENSDARG00000108490	ENSDART00000175775	ENSDARE00001242387	4	6107984	6108100	-
ENSDARG00000108490	ENSDART00000175775	ENSDARE00001245073	4	6104871	6105208	-
ENSDARG00000093020	ENSDART00000134376	ENSDARE00000993045	4	6407508	6407602	-
ENSDARG00000093020	ENSDART00000134376	ENSDARE00001036389	4	6405045	6405150	-
ENSDARG00000093020	ENSDART00000134376	ENSDARE00001031188	4	6402510	6402700	-
ENSDARG00000097967	ENSDART00000153870	ENSDARE00001148163	4	6669873	6669919	+
ENSDARG00000097967	ENSDART00000153870	ENSDARE00001138040	4	6678644	6678876	+
ENSDARG00000097967	ENSDART00000153870	ENSDARE00001136864	4	6683648	6683846	+
ENSDARG00000106100	ENSDART00000179323	ENSDARE00001239735	4	6985478	6985568	+
ENSDARG00000106100	ENSDART00000179323	ENSDARE00001244111	4	6987890	6987974	+
ENSDARG00000106644	ENSDART00000178285	ENSDARE00001235173	4	7014685	7014955	-
ENSDARG00000106644	ENSDART00000178285	ENSDARE00001244559	4	7012159	7013002	-
ENSDARG00000106644	ENSDART00000175900	ENSDARE00001240667	4	7014919	7014955	-
ENSDARG00000106644	ENSDART00000175900	ENSDARE00001247201	4	7014685	7014831	-
ENSDARG00000106644	ENSDART00000175900	ENSDARE00001244559	4	7012159	7013002	-
ENSDARG00000105079	ENSDART00000163089	ENSDARE00001219933	4	7537301	7537431	+
ENSDARG00000105079	ENSDART00000163089	ENSDARE00001164738	4	7540683	7540781	+
ENSDARG00000105079	ENSDART00000163089	ENSDARE00001197972	4	7540936	7541187	+
ENSDARG00000107275	ENSDART00000175143	ENSDARE00001242341	4	7557361	7557878	-
ENSDARG00000107275	ENSDART00000175143	ENSDARE00001245817	4	7551403	7551545	-
ENSDARG00000107275	ENSDART00000175143	ENSDARE00001247799	4	7548785	7549235	-
ENSDARG00000108901	ENSDART00000179273	ENSDARE00001238149	4	7572159	7572804	-
ENSDARG00000108901	ENSDART00000179273	ENSDARE00001240044	4	7570232	7570583	-
ENSDARG00000107616	ENSDART00000177713	ENSDARE00001244905	4	7622387	7622631	-
ENSDARG00000107616	ENSDART00000177713	ENSDARE00001243843	4	7589581	7589810	-
ENSDARG00000101254	ENSDART00000157751	ENSDARE00001181173	4	7644059	7644352	-
ENSDARG00000101254	ENSDART00000157751	ENSDARE00001208934	4	7641786	7641884	-
ENSDARG00000101254	ENSDART00000157751	ENSDARE00001190418	4	7641374	7641619	-
ENSDARG00000093557	ENSDART00000143042	ENSDARE00001000471	4	8734611	8734675	-
ENSDARG00000093557	ENSDART00000143042	ENSDARE00001219397	4	8726877	8726943	-
ENSDARG00000093557	ENSDART00000143042	ENSDARE00001014267	4	8725837	8725885	-
ENSDARG00000093557	ENSDART00000143042	ENSDARE00001223413	4	8719519	8719566	-
ENSDARG00000093557	ENSDART00000143042	ENSDARE00000997461	4	8709178	8709244	-
ENSDARG00000093557	ENSDART00000143042	ENSDARE00001195505	4	8708166	8708217	-
ENSDARG00000107102	ENSDART00000177141	ENSDARE00001236404	4	8709703	8710115	+
ENSDARG00000107102	ENSDART00000177141	ENSDARE00001237916	4	8728819	8728955	+
ENSDARG00000107102	ENSDART00000177141	ENSDARE00001236566	4	8736031	8736970	+
ENSDARG00000108559	ENSDART00000177358	ENSDARE00001242529	4	8715209	8715555	+
ENSDARG00000108559	ENSDART00000177358	ENSDARE00001238997	4	8724848	8725535	+
ENSDARG00000096009	ENSDART00000150561	ENSDARE00001062090	4	9650845	9651052	-
ENSDARG00000096009	ENSDART00000150561	ENSDARE00001068399	4	9650310	9650400	-
ENSDARG00000096009	ENSDART00000150561	ENSDARE00001061357	4	9648367	9648767	-
ENSDARG00000108805	ENSDART00000178194	ENSDARE00001235697	4	10059885	10059936	+
ENSDARG00000108805	ENSDART00000178194	ENSDARE00001238413	4	10060010	10060069	+
ENSDARG00000108805	ENSDART00000178194	ENSDARE00001247778	4	10060161	10060335	+
ENSDARG00000108805	ENSDART00000178194	ENSDARE00001242197	4	10060438	10060730	+
ENSDARG00000106496	ENSDART00000177474	ENSDARE00001239116	4	10349495	10349763	-
ENSDARG00000106496	ENSDART00000177474	ENSDARE00001246040	4	10347889	10348067	-
ENSDARG00000092922	ENSDART00000134290	ENSDARE00001021758	4	10770337	10770478	+
ENSDARG00000092922	ENSDART00000134290	ENSDARE00001043898	4	10770925	10771022	+
ENSDARG00000092922	ENSDART00000134290	ENSDARE00001033040	4	10772073	10772162	+
ENSDARG00000097175	ENSDART00000155570	ENSDARE00001140638	4	10786413	10786647	-
ENSDARG00000097175	ENSDART00000155570	ENSDARE00001139077	4	10773248	10773397	-
ENSDARG00000093853	ENSDART00000147647	ENSDARE00000993211	4	10776274	10776415	-
ENSDARG00000093853	ENSDART00000147647	ENSDARE00001043264	4	10775730	10775827	-
ENSDARG00000093853	ENSDART00000147647	ENSDARE00001000083	4	10774731	10774820	-
ENSDARG00000095446	ENSDART00000144656	ENSDARE00001021454	4	10790142	10790343	-
ENSDARG00000095446	ENSDART00000144656	ENSDARE00001042595	4	10789598	10789695	-
ENSDARG00000095446	ENSDART00000144656	ENSDARE00001003311	4	10785536	10785581	-
ENSDARG00000095446	ENSDART00000144656	ENSDARE00000997379	4	10784966	10785004	-
ENSDARG00000095446	ENSDART00000137401	ENSDARE00001018749	4	10790142	10790283	-
ENSDARG00000095446	ENSDART00000137401	ENSDARE00001042595	4	10789598	10789695	-
ENSDARG00000095446	ENSDART00000137401	ENSDARE00000997708	4	10788601	10788689	-
ENSDARG00000093014	ENSDART00000134425	ENSDARE00001012507	4	10813185	10813387	-
ENSDARG00000093014	ENSDART00000134425	ENSDARE00001017488	4	10793081	10793178	-
ENSDARG00000093014	ENSDART00000134425	ENSDARE00001009961	4	10792111	10792156	-
ENSDARG00000093014	ENSDART00000145455	ENSDARE00001039756	4	10813185	10813325	-
ENSDARG00000093014	ENSDART00000145455	ENSDARE00000992225	4	10812641	10812736	-
ENSDARG00000093014	ENSDART00000145455	ENSDARE00001012949	4	10793118	10793178	-
ENSDARG00000107596	ENSDART00000177499	ENSDARE00001248091	4	11112020	11112051	-
ENSDARG00000107596	ENSDART00000177499	ENSDARE00001235058	4	11111796	11111849	-
ENSDARG00000107596	ENSDART00000177499	ENSDARE00001242393	4	11111572	11111619	-
ENSDARG00000096218	ENSDART00000150551	ENSDARE00001061212	4	11204092	11204186	+
ENSDARG00000096218	ENSDART00000150551	ENSDARE00001063578	4	11239075	11239173	+
ENSDARG00000096131	ENSDART00000150707	ENSDARE00001066768	4	11249147	11249436	-
ENSDARG00000096131	ENSDART00000150707	ENSDARE00001068345	4	11248875	11249004	-
ENSDARG00000096131	ENSDART00000150707	ENSDARE00001067780	4	11246483	11246601	-
ENSDARG00000094545	ENSDART00000144665	ENSDARE00001042378	4	11287080	11287240	+
ENSDARG00000094545	ENSDART00000144665	ENSDARE00001029691	4	11290180	11290934	+
ENSDARG00000096147	ENSDART00000150651	ENSDARE00001061562	4	11638302	11638387	-
ENSDARG00000096147	ENSDART00000150651	ENSDARE00001061381	4	11632295	11632393	-
ENSDARG00000096147	ENSDART00000150651	ENSDARE00001064812	4	11614632	11614668	-
ENSDARG00000096147	ENSDART00000150651	ENSDARE00001065010	4	11611869	11612483	-
ENSDARG00000096147	ENSDART00000150484	ENSDARE00001062471	4	11638302	11638533	-
ENSDARG00000096147	ENSDART00000150484	ENSDARE00001061381	4	11632295	11632393	-
ENSDARG00000096147	ENSDART00000150484	ENSDARE00001061360	4	11622929	11623420	-
ENSDARG00000108311	ENSDART00000175880	ENSDARE00001247152	4	11629321	11629524	+
ENSDARG00000108311	ENSDART00000175880	ENSDARE00001237109	4	11629663	11629763	+
ENSDARG00000096099	ENSDART00000153714	ENSDARE00001139851	4	11763248	11763277	+
ENSDARG00000096099	ENSDART00000153714	ENSDARE00001136918	4	11764135	11764235	+
ENSDARG00000096099	ENSDART00000153714	ENSDARE00001065020	4	11772622	11772676	+
ENSDARG00000096099	ENSDART00000153714	ENSDARE00001144485	4	11772838	11773135	+
ENSDARG00000096099	ENSDART00000156950	ENSDARE00001139851	4	11763248	11763277	+
ENSDARG00000096099	ENSDART00000156950	ENSDARE00001136918	4	11764135	11764235	+
ENSDARG00000096099	ENSDART00000156950	ENSDARE00001145918	4	11772622	11772672	+
ENSDARG00000096099	ENSDART00000156950	ENSDARE00001144485	4	11772838	11773135	+
ENSDARG00000096099	ENSDART00000150747	ENSDARE00001066269	4	11769412	11769465	+
ENSDARG00000096099	ENSDART00000150747	ENSDARE00001064115	4	11772206	11772306	+
ENSDARG00000096099	ENSDART00000150747	ENSDARE00001065020	4	11772622	11772676	+
ENSDARG00000096099	ENSDART00000150747	ENSDARE00001063668	4	11772838	11773391	+
ENSDARG00000108466	ENSDART00000179597	ENSDARE00001237858	4	12057484	12057578	-
ENSDARG00000108466	ENSDART00000179597	ENSDARE00001247190	4	12057086	12057209	-
ENSDARG00000106332	ENSDART00000175898	ENSDARE00001246871	4	12059382	12059782	-
ENSDARG00000106332	ENSDART00000175898	ENSDARE00001245339	4	12058959	12059122	-
ENSDARG00000107235	ENSDART00000175725	ENSDARE00001235458	4	12061767	12061869	-
ENSDARG00000107235	ENSDART00000175725	ENSDARE00001240519	4	12061344	12061507	-
ENSDARG00000108090	ENSDART00000179188	ENSDARE00001242194	4	12242613	12242724	-
ENSDARG00000108090	ENSDART00000179188	ENSDARE00001238628	4	12241285	12242502	-
ENSDARG00000109192	ENSDART00000176698	ENSDARE00001243143	4	12743681	12743751	-
ENSDARG00000109192	ENSDART00000176698	ENSDARE00001246244	4	12742513	12743580	-
ENSDARG00000106978	ENSDART00000175570	ENSDARE00001242726	4	12884200	12884365	-
ENSDARG00000106978	ENSDART00000175570	ENSDARE00001237496	4	12875755	12875783	-
ENSDARG00000106978	ENSDART00000175570	ENSDARE00001245976	4	12875311	12875636	-
ENSDARG00000096135	ENSDART00000150693	ENSDARE00001067662	4	13009831	13009936	+
ENSDARG00000096135	ENSDART00000150693	ENSDARE00001068532	4	13010606	13010669	+
ENSDARG00000096135	ENSDART00000150693	ENSDARE00001066162	4	13013578	13013725	+
ENSDARG00000096135	ENSDART00000150693	ENSDARE00001065101	4	13014095	13014476	+
ENSDARG00000106390	ENSDART00000177894	ENSDARE00001246933	4	13025171	13025319	-
ENSDARG00000106390	ENSDART00000177894	ENSDARE00001237995	4	13024658	13024949	-
ENSDARG00000108965	ENSDART00000177184	ENSDARE00001238212	4	13272637	13273035	+
ENSDARG00000108965	ENSDART00000177184	ENSDARE00001239596	4	13273753	13274140	+
ENSDARG00000108965	ENSDART00000176441	ENSDARE00001238212	4	13272637	13273035	+
ENSDARG00000108965	ENSDART00000176441	ENSDARE00001239324	4	13273753	13273869	+
ENSDARG00000108965	ENSDART00000176441	ENSDARE00001236441	4	13273960	13274140	+
ENSDARG00000108427	ENSDART00000177317	ENSDARE00001240534	4	13274276	13274408	+
ENSDARG00000108427	ENSDART00000177317	ENSDARE00001239915	4	13274795	13275774	+
ENSDARG00000108089	ENSDART00000175909	ENSDARE00001241098	4	13393944	13394321	-
ENSDARG00000108089	ENSDART00000175909	ENSDARE00001245498	4	13346823	13347033	-
ENSDARG00000108089	ENSDART00000174861	ENSDARE00001236744	4	13394226	13394321	-
ENSDARG00000108089	ENSDART00000174861	ENSDARE00001239435	4	13393944	13394144	-
ENSDARG00000108089	ENSDART00000174861	ENSDARE00001245498	4	13346823	13347033	-
ENSDARG00000107553	ENSDART00000178376	ENSDARE00001239158	4	13490833	13491165	+
ENSDARG00000107553	ENSDART00000178376	ENSDARE00001240562	4	13494326	13494507	+
ENSDARG00000108105	ENSDART00000177025	ENSDARE00001241042	4	13491067	13491232	-
ENSDARG00000108105	ENSDART00000177025	ENSDARE00001236675	4	13490914	13490955	-
ENSDARG00000107084	ENSDART00000176196	ENSDARE00001247070	4	13878055	13878277	+
ENSDARG00000107084	ENSDART00000176196	ENSDARE00001243931	4	13890312	13891242	+
ENSDARG00000108518	ENSDART00000179041	ENSDARE00001234921	4	14151211	14151257	+
ENSDARG00000108518	ENSDART00000179041	ENSDARE00001238430	4	14158961	14159179	+
ENSDARG00000107862	ENSDART00000174577	ENSDARE00001244918	4	14158992	14159179	-
ENSDARG00000107862	ENSDART00000174577	ENSDARE00001235960	4	14151211	14151286	-
ENSDARG00000106913	ENSDART00000176796	ENSDARE00001245559	4	14157794	14158342	-
ENSDARG00000106913	ENSDART00000176796	ENSDARE00001246714	4	14152808	14152948	-
ENSDARG00000106913	ENSDART00000178836	ENSDARE00001236831	4	14153200	14153439	-
ENSDARG00000106913	ENSDART00000178836	ENSDARE00001246714	4	14152808	14152948	-
ENSDARG00000097023	ENSDART00000155086	ENSDARE00001146378	4	14187549	14187880	-
ENSDARG00000097023	ENSDART00000155086	ENSDARE00001148854	4	14175390	14175450	-
ENSDARG00000097419	ENSDART00000155171	ENSDARE00001137445	4	14175518	14175614	+
ENSDARG00000097419	ENSDART00000155171	ENSDARE00001140387	4	14177405	14177552	+
ENSDARG00000096496	ENSDART00000151997	ENSDARE00001100699	4	14400717	14400924	+
ENSDARG00000096496	ENSDART00000151997	ENSDARE00001100365	4	14408985	14409543	+
ENSDARG00000092341	ENSDART00000142990	ENSDARE00001042795	4	15140749	15141035	-
ENSDARG00000092341	ENSDART00000142990	ENSDARE00000992925	4	15140116	15140149	-
ENSDARG00000092341	ENSDART00000142990	ENSDARE00001016273	4	15138710	15138765	-
ENSDARG00000092341	ENSDART00000142990	ENSDARE00001022865	4	15138467	15138616	-
ENSDARG00000092341	ENSDART00000142990	ENSDARE00001015608	4	15138279	15138355	-
ENSDARG00000092341	ENSDART00000142990	ENSDARE00001038731	4	15136484	15136961	-
ENSDARG00000092341	ENSDART00000132258	ENSDARE00001021397	4	15141428	15141469	-
ENSDARG00000092341	ENSDART00000132258	ENSDARE00000992925	4	15140116	15140149	-
ENSDARG00000092341	ENSDART00000132258	ENSDARE00001016273	4	15138710	15138765	-
ENSDARG00000092341	ENSDART00000132258	ENSDARE00001020364	4	15138591	15138616	-
ENSDARG00000092341	ENSDART00000132258	ENSDARE00001015608	4	15138279	15138355	-
ENSDARG00000092341	ENSDART00000132258	ENSDARE00001046251	4	15136530	15136961	-
ENSDARG00000092341	ENSDART00000153132	ENSDARE00001134537	4	15141428	15141447	-
ENSDARG00000092341	ENSDART00000153132	ENSDARE00000992925	4	15140116	15140149	-
ENSDARG00000092341	ENSDART00000153132	ENSDARE00001016273	4	15138710	15138765	-
ENSDARG00000092341	ENSDART00000153132	ENSDARE00001022865	4	15138467	15138616	-
ENSDARG00000092341	ENSDART00000153132	ENSDARE00001015608	4	15138279	15138355	-
ENSDARG00000092341	ENSDART00000153132	ENSDARE00001134104	4	15136801	15136961	-
ENSDARG00000105918	ENSDART00000174967	ENSDARE00001239567	4	15207596	15207648	-
ENSDARG00000105918	ENSDART00000174967	ENSDARE00001245313	4	15202641	15202665	-
ENSDARG00000105918	ENSDART00000174967	ENSDARE00001236365	4	15202354	15202491	-
ENSDARG00000105918	ENSDART00000176413	ENSDARE00001238213	4	15207571	15207648	-
ENSDARG00000105918	ENSDART00000176413	ENSDARE00001240900	4	15207317	15207387	-
ENSDARG00000105918	ENSDART00000176413	ENSDARE00001235367	4	15202902	15203056	-
ENSDARG00000105918	ENSDART00000179102	ENSDARE00001238213	4	15207571	15207648	-
ENSDARG00000105918	ENSDART00000179102	ENSDARE00001245630	4	15206274	15207387	-
ENSDARG00000107641	ENSDART00000178674	ENSDARE00001240345	4	15870457	15870896	+
ENSDARG00000107641	ENSDART00000178674	ENSDARE00001245844	4	15882099	15882389	+
ENSDARG00000097754	ENSDART00000153821	ENSDARE00001140104	4	16002483	16002643	+
ENSDARG00000097754	ENSDART00000153821	ENSDARE00001144308	4	16005170	16005670	+
ENSDARG00000106492	ENSDART00000175029	ENSDARE00001243091	4	16006127	16006219	+
ENSDARG00000106492	ENSDART00000175029	ENSDARE00001236313	4	16015625	16015685	+
ENSDARG00000107249	ENSDART00000175817	ENSDARE00001246903	4	16038331	16038466	-
ENSDARG00000107249	ENSDART00000175817	ENSDARE00001237272	4	16035542	16035693	-
ENSDARG00000108035	ENSDART00000178526	ENSDARE00001240010	4	16044105	16044210	+
ENSDARG00000108035	ENSDART00000178526	ENSDARE00001240403	4	16044644	16044691	+
ENSDARG00000105979	ENSDART00000178650	ENSDARE00001247062	4	16044988	16045243	+
ENSDARG00000105979	ENSDART00000178650	ENSDARE00001245697	4	16063206	16063279	+
ENSDARG00000105979	ENSDART00000178650	ENSDARE00001242155	4	16072297	16072429	+
ENSDARG00000106732	ENSDART00000178798	ENSDARE00001242834	4	16453403	16454077	-
ENSDARG00000106732	ENSDART00000178798	ENSDARE00001245949	4	16451337	16451540	-
ENSDARG00000106732	ENSDART00000178798	ENSDARE00001236674	4	16450772	16450940	-
ENSDARG00000106732	ENSDART00000178253	ENSDARE00001242834	4	16453403	16454077	-
ENSDARG00000106732	ENSDART00000178253	ENSDARE00001236674	4	16450772	16450940	-
ENSDARG00000109019	ENSDART00000177031	ENSDARE00001236417	4	16757164	16757275	+
ENSDARG00000109019	ENSDART00000177031	ENSDARE00001247101	4	16757562	16757603	+
ENSDARG00000108607	ENSDART00000179454	ENSDARE00001243553	4	16763385	16763467	+
ENSDARG00000108607	ENSDART00000179454	ENSDARE00001235613	4	16764138	16764320	+
ENSDARG00000107925	ENSDART00000178822	ENSDARE00001241697	4	17101720	17101778	+
ENSDARG00000107925	ENSDART00000178822	ENSDARE00001240694	4	17105808	17106144	+
ENSDARG00000106175	ENSDART00000177956	ENSDARE00001238417	4	17226895	17227197	-
ENSDARG00000106175	ENSDART00000177956	ENSDARE00001247048	4	17192675	17192735	-
ENSDARG00000106175	ENSDART00000177956	ENSDARE00001242195	4	17176870	17176940	-
ENSDARG00000106175	ENSDART00000177956	ENSDARE00001242535	4	17124403	17124778	-
ENSDARG00000106175	ENSDART00000177406	ENSDARE00001246020	4	17227141	17227197	-
ENSDARG00000106175	ENSDART00000177406	ENSDARE00001244610	4	17226895	17227024	-
ENSDARG00000106175	ENSDART00000177406	ENSDARE00001247317	4	17192608	17192735	-
ENSDARG00000106059	ENSDART00000176916	ENSDARE00001244119	4	18333396	18334257	+
ENSDARG00000106059	ENSDART00000176916	ENSDARE00001236903	4	18359849	18359985	+
ENSDARG00000107051	ENSDART00000177462	ENSDARE00001244272	4	18351322	18351612	+
ENSDARG00000107051	ENSDART00000177462	ENSDARE00001245310	4	18352638	18352808	+
ENSDARG00000107051	ENSDART00000177462	ENSDARE00001235894	4	18352924	18353085	+
ENSDARG00000107051	ENSDART00000177462	ENSDARE00001235908	4	18354026	18354381	+
ENSDARG00000097195	ENSDART00000154154	ENSDARE00001144862	4	18525481	18526356	+
ENSDARG00000097195	ENSDART00000154154	ENSDARE00001139290	4	18528748	18529624	+
ENSDARG00000107183	ENSDART00000178191	ENSDARE00001242888	4	18560525	18560599	-
ENSDARG00000107183	ENSDART00000178191	ENSDARE00001237501	4	18558580	18558678	-
ENSDARG00000106063	ENSDART00000174874	ENSDARE00001238206	4	18690678	18690716	-
ENSDARG00000106063	ENSDART00000174874	ENSDARE00001242590	4	18673187	18673266	-
ENSDARG00000106063	ENSDART00000174874	ENSDARE00001236120	4	18665706	18665994	-
ENSDARG00000109183	ENSDART00000178276	ENSDARE00001247499	4	19296256	19296466	-
ENSDARG00000109183	ENSDART00000178276	ENSDARE00001238366	4	19279409	19279661	-
ENSDARG00000109183	ENSDART00000177412	ENSDARE00001235171	4	19380409	19380764	-
ENSDARG00000109183	ENSDART00000177412	ENSDARE00001247832	4	19379886	19380192	-
ENSDARG00000109183	ENSDART00000177412	ENSDARE00001236374	4	19377391	19377570	-
ENSDARG00000109183	ENSDART00000177412	ENSDARE00001245947	4	19296256	19296331	-
ENSDARG00000109183	ENSDART00000177412	ENSDARE00001241175	4	19295682	19296139	-
ENSDARG00000107864	ENSDART00000176983	ENSDARE00001238085	4	20826712	20827561	+
ENSDARG00000107864	ENSDART00000176983	ENSDARE00001241292	4	20828281	20828347	+
